accuracy,recall,precision,Feature
4.978469345198175,1.0023965464096523,2.0482397842053746,Array/List(1/-1)
12.418709495977843,23.737043559441805,8.908724708074745,Convergence
2.017873569360068,0.28665263587712836,1.9233950701326694,Counterexample
20.59591003709385,8.327427630413721,37.982576434147795,Example
5.023826480675974,5.685268406958957,3.6914459328819276,Explanation
2.004351374061985,5.399559374734657,2.7970136868340743,Tag/Adjacency(1/-1)
2.8925729778089155,2.7987733209931633,1.2498901078808695,Array/List(1/-1)_AND_Convergence
2.429086030569592,11.877765916720051,12.041302504236965,Array/List(1/-1)_AND_Tag/Adjacency(1/-1)
3.0486262781407354,5.962600018961909,0.9327026497678074,Counterexample_AND_Array/List(1/-1)
0.4211030429476939,0.6957114720621028,0.8448030427090476,Counterexample_AND_Convergence
6.824344081525396,7.336788089988313,2.359118563645636,Counterexample_AND_Tag/Adjacency(1/-1)
1.927039811455871,1.37710724208036,0.3057900242817358,Example_AND_Array/List(1/-1)
0.7008414174858996,3.4480055340823643,4.795736843942866,Example_AND_Convergence
5.900635767264075,4.478541906746682,3.7064612012456633,Example_AND_Counterexample
1.6137590311216767,1.772737380703535,1.7911483823177579,Example_AND_Tag/Adjacency(1/-1)
6.102875752564143,3.1805948511602904,1.739232112538068,Explanation_AND_Array/List(1/-1)
2.8232661191160475,0.08450844035019923,4.937595038647909,Explanation_AND_Convergence
7.257861891623847,3.8441655491385824,2.6275900861310895,Explanation_AND_Counterexample
6.182925396673976,2.1829992660035367,1.4395240045044486,Explanation_AND_Example
2.932459269957613,4.379830904882211,1.643692252128514,Explanation_AND_Tag/Adjacency(1/-1)
1.9034628293766227,2.1415219522907796,2.234017569745054,Tag/Adjacency(1/-1)_AND_Convergence
