accuracy,recall,precision,Feature
0.15874335280496846,0.15874335280496846,0.26872135232130706,Explanation
0.9709720616464714,0.9709720616464714,2.121131581475026,Example
3.1887476558862877,3.1887476558862877,5.532471364379464,Counterexample
0.26998749390133836,0.26998749390133836,0.34917932819547987,Array/List(1/-1)
0.3273483712668554,0.3273483712668554,1.69465182578175,Tag/Adjacency(1/-1)
0.010905269013331045,0.010905269013331045,0.013542392182793692,Convergence
1.9525598146211587,1.9525598146211587,2.1843472116691,Decoding Algorithm
0.938620133670745,0.938620133670745,3.30211245406,Beam Width Level
0.0,0.0,0.0,Contrastive Penalty Level
0.0012443898329602193,0.0012443898329602193,0.0010589882955309004,Repetition
0.331359929886342,0.331359929886342,0.22265228913557647,Explanation_AND_Example
0.8034053293411317,0.8034053293411317,1.2604608187568005,Explanation_AND_Counterexample
1.0158896555797592,1.0158896555797592,1.0663211268025825,Explanation_AND_Array/List(1/-1)
0.7683962318323088,0.7683962318323088,0.8991522601507843,Explanation_AND_Tag/Adjacency(1/-1)
0.01707757927300456,0.01707757927300456,0.0214445129845212,Explanation_AND_Convergence
0.013390313560605613,0.013390313560605613,0.005454018096725221,Explanation_AND_Decoding Algorithm
0.1976479118602852,0.1976479118602852,0.03872004958311823,Explanation_AND_Beam Width Level
0.0,0.0,0.0,Explanation_AND_Contrastive Penalty Level
0.2868164301828797,0.2868164301828797,0.0214445129845212,Example_AND_Counterexample
0.2739077025119803,0.2739077025119803,0.13287919092233985,Example_AND_Array/List(1/-1)
0.08702778028844399,0.08702778028844399,0.04500837640023117,Example_AND_Tag/Adjacency(1/-1)
0.00010862700503725169,0.00010862700503725169,0.0002647470738827251,Example_AND_Convergence
0.1576520909036713,0.1576520909036713,0.0037443503831317833,Example_AND_Decoding Algorithm
0.09021452288681846,0.09021452288681846,0.030840839585877276,Example_AND_Beam Width Level
0.0,0.0,0.0,Example_AND_Contrastive Penalty Level
0.19479158712919661,0.19479158712919661,0.0011553995467999793,Counterexample_AND_Array/List(1/-1)
0.05000654234824231,0.05000654234824231,0.014014543135398256,Counterexample_AND_Tag/Adjacency(1/-1)
0.017077579273016584,0.017077579273016584,0.0214445129845212,Counterexample_AND_Convergence
0.07346533793525806,0.07346533793525806,0.6462944660718561,Counterexample_AND_Decoding Algorithm
0.005671073203195702,0.005671073203195702,0.02889093408148745,Counterexample_AND_Beam Width Level
0.0,0.0,0.0,Counterexample_AND_Contrastive Penalty Level
0.40666755174462693,0.40666755174462693,0.1531488281559124,Array/List(1/-1)_AND_Tag/Adjacency(1/-1)
0.0059712926509460085,0.0059712926509460085,0.004006117810298093,Array/List(1/-1)_AND_Convergence
0.7207334339474939,0.7207334339474939,0.9163852258189555,Array/List(1/-1)_AND_Decoding Algorithm
1.4951655703354392,1.4951655703354392,2.1366679667141466,Array/List(1/-1)_AND_Beam Width Level
0.0,0.0,0.0,Array/List(1/-1)_AND_Contrastive Penalty Level
0.005971292650970059,0.005971292650970059,0.004006117810287859,Tag/Adjacency(1/-1)_AND_Convergence
0.14334912103654038,0.14334912103654038,0.548092629706208,Tag/Adjacency(1/-1)_AND_Decoding Algorithm
1.061149884308133,1.061149884308133,0.5637916667189223,Tag/Adjacency(1/-1)_AND_Beam Width Level
0.0,0.0,0.0,Tag/Adjacency(1/-1)_AND_Contrastive Penalty Level
0.011758963306794153,0.011758963306794153,0.01549831591402271,Convergence_AND_Decoding Algorithm
0.0011433339805454836,0.0011433339805454836,0.0023682398230411438,Convergence_AND_Beam Width Level
0.0,0.0,1.0233407592773848e-14,Convergence_AND_Contrastive Penalty Level
0.0,0.0,1.0233407592773848e-14,Decoding Algorithm_AND_Beam Width Level
0.0,0.0,1.0233407592773848e-14,Decoding Algorithm_AND_Contrastive Penalty Level
0.0,0.0,1.0233407592773848e-14,Beam Width Level_AND_Contrastive Penalty Level
83.04092891332532,83.04092891332532,77.61410412203726,Error
