algorithm,model,feature,metric,ss,pct_with_error,pct_without_error
algo3,Mistral,Beam Width,recall,8.204862798494705e-33,3.315042001018406e-31,1.562417336545559e-30
algo3,Mistral,Beam vs Contrastive,recall,0.00538052255510418,0.2173913043478266,1.024590163934428
algo3,Mistral,Contrastive Penalty,recall,0.01076104511020833,0.434782608695652,2.04918032786885
algo3,Mistral,Counterexample,recall,2.712351338345357e-35,1.0958816532292253e-33,5.1650159885803605e-33
algo3,Mistral,Counterexample & Beam Width,recall,3.855872242825278e-34,1.5579027644279365e-32,7.342574504475926e-32
algo3,Mistral,Counterexample & Beam vs Contrastive,recall,5.797851603415741e-35,2.3425280901127664e-33,1.1040603703400325e-32
algo3,Mistral,Counterexample & Contrastive Penalty,recall,4.854948401476157e-35,1.9615633142120747e-33,9.245072997311e-33
algo3,Mistral,Counterexample & Depth,recall,6.419766481290786e-35,2.5938027295366273e-33,1.2224889913799668e-32
algo3,Mistral,Counterexample & Greedy vs Beam/Contrastive,recall,5.7777898331617073e-36,2.3344224565829645e-34,1.1002400922419701e-33
algo3,Mistral,Counterexample & Number of Words,recall,3.1071669769447404e-34,1.2554005210957277e-32,5.91684671827904e-32
algo3,Mistral,Depth,recall,0.1076104511020835,4.347826086956528,20.49180327868854
algo3,Mistral,Depth & Beam Width,recall,2.3175356997459738e-33,9.363627853627225e-32,4.41318525888168e-31
algo3,Mistral,Depth & Beam vs Contrastive,recall,0.005380522555104164,0.21739130434782591,1.0245901639344248
algo3,Mistral,Depth & Contrastive Penalty,recall,0.010761045110208334,0.4347826086956521,2.0491803278688505
algo3,Mistral,Depth & Greedy vs Beam/Contrastive,recall,0.026902612775520834,1.0869565217391302,5.122950819672126
algo3,Mistral,Error,recall,1.94990137396975,78.78260869565216,0.0
algo3,Mistral,Example,recall,0.10761045110208357,4.34782608695653,20.49180327868855
algo3,Mistral,Example & Beam Width,recall,1.1595703206831482e-34,4.685056180225533e-33,2.208120740680065e-32
algo3,Mistral,Example & Beam vs Contrastive,recall,0.005380522555104184,0.21739130434782677,1.0245901639344286
algo3,Mistral,Example & Contrastive Penalty,recall,0.010761045110208327,0.43478260869565183,2.0491803278688496
algo3,Mistral,Example & Counterexample,recall,1.4444474582904268e-36,5.836056141457411e-35,2.7506002306049253e-34
algo3,Mistral,Example & Depth,recall,0.10761045110208353,4.3478260869565295,20.491803278688543
algo3,Mistral,Example & Greedy vs Beam/Contrastive,recall,0.02690261277552076,1.0869565217391273,5.122950819672113
algo3,Mistral,Example & Number of Words,recall,0.004304418044083338,0.173913043478261,0.819672131147541
algo3,Mistral,Greedy vs Beam/Contrastive,recall,0.02690261277552075,1.0869565217391268,5.12295081967211
algo3,Mistral,Number of Words,recall,0.004304418044083338,0.173913043478261,0.819672131147541
algo3,Mistral,Number of Words & Beam Width,recall,0.04304418044083337,1.7391304347826098,8.19672131147541
algo3,Mistral,Number of Words & Beam vs Contrastive,recall,0.005380522555104167,0.21739130434782605,1.0245901639344253
algo3,Mistral,Number of Words & Contrastive Penalty,recall,0.010761045110208334,0.4347826086956521,2.0491803278688505
algo3,Mistral,Number of Words & Depth,recall,0.004304418044083332,0.1739130434782608,0.81967213114754
algo3,Mistral,Number of Words & Greedy vs Beam/Contrastive,recall,0.001076104511020834,0.04347826086956524,0.20491803278688517
algo3,Qwen,Beam Width,recall,0.047456049845051564,0.13772699457365753,0.39384820099621065
algo3,Qwen,Beam vs Contrastive,recall,0.95175849367254,2.762194437199642,7.8988531860470514
algo3,Qwen,Contrastive Penalty,recall,0.05208333333333315,0.1511563012682135,0.4322510449604604
algo3,Qwen,Counterexample,recall,0.04407704683199995,0.1279204487030585,0.3658051113965414
algo3,Qwen,Counterexample & Beam Width,recall,0.013020781250052118,0.03778892416090349,0.10806232898950306
