accuracy,recall,precision,Feature
1.4010309875303387e-14,1.4010309875303387e-14,0.0,Explanation
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Example
0.0,0.0,0.0,Counterexample
0.0,0.0,1.2762422500085022e-14,Array/List(1/-1)
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Tag/Adjacency(1/-1)
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Convergence
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Decoding Algorithm
1.4010309875303387e-14,1.4010309875303387e-14,0.0,Beam Width Level
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Contrastive Penalty Level
0.0012532506381053568,0.0012532506381053568,0.000714399744580435,Repetition
0.03121427470922699,0.03121427470922699,0.07311957148278161,Explanation_AND_Example
0.29622646109844347,0.29622646109844347,0.19004195160108567,Explanation_AND_Counterexample
1.443234193146409,1.443234193146409,0.7898686701726377,Explanation_AND_Array/List(1/-1)
0.012914914017468512,0.012914914017468512,0.27847240512803056,Explanation_AND_Tag/Adjacency(1/-1)
0.0004784416213596805,0.0004784416213596805,0.02290319429071582,Explanation_AND_Convergence
1.4010309875303387e-14,1.4010309875303387e-14,0.0,Explanation_AND_Decoding Algorithm
1.4010309875303387e-14,1.4010309875303387e-14,0.0,Explanation_AND_Beam Width Level
1.4010309875303387e-14,1.4010309875303387e-14,2.5524845000170044e-14,Explanation_AND_Contrastive Penalty Level
1.163699493675148,1.163699493675148,0.8026283130009323,Example_AND_Counterexample
0.3134495414583993,0.3134495414583993,0.28177197382159747,Example_AND_Array/List(1/-1)
0.0016958817674747764,0.0016958817674747764,0.12791834957300388,Example_AND_Tag/Adjacency(1/-1)
0.12787159984210406,0.12787159984210406,0.23328059154622918,Example_AND_Convergence
0.0,0.0,0.0,Example_AND_Decoding Algorithm
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Example_AND_Beam Width Level
1.4010309875303387e-14,1.4010309875303387e-14,0.0,Example_AND_Contrastive Penalty Level
0.8244120775948953,0.8244120775948953,1.0860059889079174,Counterexample_AND_Array/List(1/-1)
0.36847087439545956,0.36847087439545956,1.8354642266653338,Counterexample_AND_Tag/Adjacency(1/-1)
4.5444669863394125e-05,4.5444669863394125e-05,0.01543931846942576,Counterexample_AND_Convergence
0.0,0.0,2.5524845000170044e-14,Counterexample_AND_Decoding Algorithm
1.4010309875303387e-14,1.4010309875303387e-14,0.0,Counterexample_AND_Beam Width Level
0.0,0.0,2.5524845000170044e-14,Counterexample_AND_Contrastive Penalty Level
0.025438589909073377,0.025438589909073377,0.018673766383265896,Array/List(1/-1)_AND_Tag/Adjacency(1/-1)
0.0030781908648667305,0.0030781908648667305,0.00011494227373517796,Array/List(1/-1)_AND_Convergence
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Array/List(1/-1)_AND_Decoding Algorithm
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Array/List(1/-1)_AND_Beam Width Level
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Array/List(1/-1)_AND_Contrastive Penalty Level
0.10311181185969497,0.10311181185969497,0.26738246524420456,Tag/Adjacency(1/-1)_AND_Convergence
0.0,0.0,1.2762422500085022e-14,Tag/Adjacency(1/-1)_AND_Decoding Algorithm
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Tag/Adjacency(1/-1)_AND_Beam Width Level
0.0,0.0,0.0,Tag/Adjacency(1/-1)_AND_Contrastive Penalty Level
1.4010309875303387e-14,1.4010309875303387e-14,2.5524845000170044e-14,Convergence_AND_Decoding Algorithm
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Convergence_AND_Beam Width Level
1.4010309875303387e-14,1.4010309875303387e-14,2.5524845000170044e-14,Convergence_AND_Contrastive Penalty Level
0.0,0.0,1.2762422500085022e-14,Decoding Algorithm_AND_Beam Width Level
1.4010309875303387e-14,1.4010309875303387e-14,1.2762422500085022e-14,Decoding Algorithm_AND_Contrastive Penalty Level
2.8020619750606773e-14,2.8020619750606773e-14,0.0,Beam Width Level_AND_Contrastive Penalty Level
79.8787898311009,79.8787898311009,78.79782923768404,Error
