source_input,Example,metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,-1,Recall,120,0.055303033333333335,0.21108783319873436,0.0,0.0,1.0,0.01753462783310733,0.09307143883355934
data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,1,Recall,120,0.060227275000000004,0.22579062548685952,0.0,0.0,1.0,0.01982820617489775,0.10062634382510226
data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,-1,Recall,120,0.006439391666666667,0.07054000144888242,0.0,0.0,0.772727,-0.006181816,0.019060599333333334
data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,1,Recall,120,0.008333333333333333,0.09128709291752768,0.0,0.0,1.0,-0.007999999999999998,0.024666666666666663
data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,-1,Recall,120,0.052651525,0.15456523007623799,0.0,0.0,1.0,0.024996296381214377,0.08030675361878561
data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,1,Recall,120,0.060606066666666666,0.20287993991213576,0.0,0.0,1.0,0.02430623961197799,0.09690589372135534
data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,-1,Recall,120,0.045454549999999996,0.17766455844108217,0.0,0.0,1.0,0.013666327133057307,0.07724277286694269
data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,1,Recall,120,0.015151516666666667,0.10480725316832226,0.0,0.0,1.0,-0.0036008802718119973,0.03390391360514533
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,-1,Recall,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,1,Recall,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,-1,Recall,120,0.04810605833333333,0.2114258094387847,0.0,0.0,1.0,0.010277181210985732,0.08593493545568093
data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,1,Recall,120,0.125,0.33210558207753577,0.0,0.0,1.0,0.06557877186609842,0.18442122813390158
