accuracy,recall,precision,Feature
2.1532221224780534,1.324731138384762,0.05354542705106929,Array/List(1/-1)
25.49188389424451,15.086759207399666,14.55139338421808,Convergence
3.771612702130749,8.894247805939957,3.868893726899947,Counterexample
28.140739677886206,19.767073438064354,24.844220112245427,Example
2.1278167497361493,3.1777034238566357,0.9581493451221011,Explanation
4.9507967786479545,2.69289566214209,1.7848513406634485,Tag/Adjacency(1/-1)
2.7405460504895127,2.327236867439561,5.7341810631695695,Array/List(1/-1)_AND_Convergence
5.591781890284735,2.860106610764787,0.6035164393525457,Array/List(1/-1)_AND_Tag/Adjacency(1/-1)
3.06975796972564,0.9302767549139102,4.430451108108195,Counterexample_AND_Array/List(1/-1)
2.8418305101533563,4.783918778926247,2.4069700063563526,Counterexample_AND_Convergence
2.4703937580168778,0.6858526791424447,3.9533291997212863,Counterexample_AND_Tag/Adjacency(1/-1)
0.22109664652419556,1.2798557790036689,0.42493088095083875,Example_AND_Array/List(1/-1)
2.1472765809778736,7.846716052633686,6.638027230105005,Example_AND_Convergence
1.311052213121646,1.6638000903455936,0.9670099956809793,Example_AND_Counterexample
0.05152676105968185,1.2798557790036666,3.758150391786772,Example_AND_Tag/Adjacency(1/-1)
2.544397675462355,2.4829373168697075,4.2176069296629635,Explanation_AND_Array/List(1/-1)
3.299479010768083,8.230756801816968,12.188821984732241,Explanation_AND_Convergence
2.323069303648815,3.593378838079173,2.3628958624171794,Explanation_AND_Counterexample
0.21789851154558124,5.59922050752137,4.301199659852611,Explanation_AND_Example
2.1840284322647396,1.0806586139775098,0.07438306656233205,Explanation_AND_Tag/Adjacency(1/-1)
2.349792760833291,4.412017853774253,1.87747284534104,Tag/Adjacency(1/-1)_AND_Convergence
