accuracy,recall,precision,Feature
3.045620954516686,2.9104254988677383,1.7841047447257885,Array/List(1/-1)
20.970174590789536,7.4354120993712165,22.399936184529412,Convergence
7.822549832407539,3.250492962009659,1.2209298700565914,Counterexample
1.8749011528003459,3.932005332548925,5.244094445888693,Example
13.485005127177194,0.8671234204675772,9.842191616266433,Explanation
5.067885966021331,0.5628001754431932,4.58104857628111,Tag/Adjacency(1/-1)
5.500271336749253,5.651704581214634,0.9836802953585955,Array/List(1/-1)_AND_Convergence
0.3522847779623317,13.898478640160777,0.0728777678572036,Array/List(1/-1)_AND_Tag/Adjacency(1/-1)
3.3629979303152537,7.804110784208173,7.8061155305687855,Counterexample_AND_Array/List(1/-1)
8.089482679639149,5.534851023175656,5.574493550929218,Counterexample_AND_Convergence
7.425908313932633,7.056118998390171,5.356545342940709,Counterexample_AND_Tag/Adjacency(1/-1)
2.530335144937663,5.650678751906697,4.505082019457173,Example_AND_Array/List(1/-1)
5.69868982492888,1.9053737264258166,14.110333496176215,Example_AND_Convergence
1.9566616465705877,8.340834874828252,0.9358381453671701,Example_AND_Counterexample
0.30392643713472145,6.248854316434883,1.7074183622008114,Example_AND_Tag/Adjacency(1/-1)
1.0172764166481418,0.971986197692691,2.5861924632160025,Explanation_AND_Array/List(1/-1)
0.23219095384046248,7.805136613516112,3.8850568632824842,Explanation_AND_Convergence
0.43136470646535363,3.274946264168264,0.11882256587048719,Explanation_AND_Counterexample
0.37053067655939215,0.40821080346251953,1.6258519174061279,Explanation_AND_Example
9.9004379286753,0.6872907872858013,5.079315913084662,Explanation_AND_Tag/Adjacency(1/-1)
0.5615036019282392,5.803164148421234,0.5800703285363206,Tag/Adjacency(1/-1)_AND_Convergence
