source_input,pair_name,Depth,Number of Words,Example,Counter-Example,n_outputs,unique_output_count,mean_edge_count,sample_std_edge_count,mean_pairwise_jaccard,min_pairwise_jaccard,exact_match_pair_rate,union_edge_count
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,-1,-1,-1,-1,5,1,48.0,0.0,1.0,1.0,1.0,48
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,-1,-1,-1,1,5,1,66.0,0.0,1.0,1.0,1.0,66
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,-1,-1,1,-1,5,1,57.0,0.0,1.0,1.0,1.0,57
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,-1,-1,1,1,5,1,30.0,0.0,1.0,1.0,1.0,30
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,-1,5,1,70.0,0.0,1.0,1.0,1.0,70
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,1,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,-1,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,1,5,1,95.0,0.0,1.0,1.0,1.0,95
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,-1,5,1,187.0,0.0,1.0,1.0,1.0,187
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,1,5,1,258.0,0.0,1.0,1.0,1.0,258
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,-1,5,1,216.0,0.0,1.0,1.0,1.0,216
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,1,5,1,117.0,0.0,1.0,1.0,1.0,117
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,1,1,-1,1,5,1,650.0,0.0,1.0,1.0,1.0,650
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,1,1,1,-1,5,1,630.0,0.0,1.0,1.0,1.0,630
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-olmo-current/aggregated/algo3/allenai__Olmo-3-7B-Instruct/beam_num_beams_2/raw.csv,subgraph_1_to_subgraph_3,1,1,1,1,5,1,550.0,0.0,1.0,1.0,1.0,550
