accuracy,recall,precision,Feature
0.27270854123151156,0.27270854123151156,0.12999844001871977,Array/List(1/-1)
9.841763206986606,9.841763206986606,5.662732047215433,Counterexample
14.99337344430813,14.99337344430813,20.63855233737195,Example
2.8837675047834366,2.8837675047834366,3.7907545109458685,Explanation
54.30266742621045,54.30266742621045,46.92943684675784,Tag/Adjacency(1/-1)
3.968676150788896,3.968676150788896,6.369923560917269,Array/List(1/-1)_AND_Tag/Adjacency(1/-1)
0.0018105752257346018,0.0018105752257346018,1.5027819666164006,Counterexample_AND_Array/List(1/-1)
2.4061347675483273,2.4061347675483273,0.8787894545265457,Counterexample_AND_Tag/Adjacency(1/-1)
0.025153528549254973,0.025153528549254973,0.25479694243669077,Example_AND_Array/List(1/-1)
0.10811079343745782,0.10811079343745782,0.12999844001871977,Example_AND_Counterexample
7.144754292222953,7.144754292222953,9.614684623784514,Example_AND_Tag/Adjacency(1/-1)
0.09338677672569892,0.09338677672569892,1.5027819666164006,Explanation_AND_Array/List(1/-1)
1.3919732262310758,1.3919732262310758,1.1699859601684781,Explanation_AND_Counterexample
1.7810224482897474,1.7810224482897474,1.1699859601684781,Explanation_AND_Example
0.7846973174607237,0.7846973174607237,0.25479694243669077,Explanation_AND_Tag/Adjacency(1/-1)
