source_input,Explanation,metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9151785714285715,0.007823908747083694,0.9155844155844156,0.8961038961038961,0.9285714285714286,0.9134640818313645,0.9168930610257785
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.9149756493506495,0.01292618656682289,0.9188311688311688,0.8798701298701299,0.9285714285714286,0.9121430738290299,0.917808224872269
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.17430771439817488,0.07668211765840004,0.1666666666666666,0.0,0.3333333333333333,0.15750400447937857,0.1911114243169712
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.184198267010767,0.10746366541615225,0.188034188034188,0.0,0.3333333333333333,0.16064925303454966,0.20774728098698433
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.10197368421052626,0.05117487785042298,0.1052631578947368,0.0,0.2105263157894736,0.09075949466037443,0.11318787376067808
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.1052631578947368,0.06751566187959082,0.1052631578947368,0.0,0.2631578947368421,0.09046813616288849,0.1200581796265851
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.8975290697674418,0.0037246695561258137,0.8978405315614617,0.8903654485049833,0.9019933554817277,0.8967128655639621,0.8983452739709216
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.8991901993355482,0.004899227295151234,0.8986710963455149,0.8903654485049833,0.9086378737541528,0.8981166088191685,0.9002637898519279
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.3648571914196914,0.09875353005028326,0.36607142857142855,0.2222222222222222,0.5,0.34321687001106227,0.38649751282832057
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.40062003968253973,0.1702013879903685,0.36607142857142855,0.1111111111111111,0.75,0.36332301608823425,0.4379170632768452
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,recall,80,0.05826271186440675,0.020862139280947604,0.0508474576271186,0.0338983050847457,0.1016949152542373,0.05369109402875654,0.06283432970005695
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,recall,80,0.060381355932203354,0.02826422723749721,0.0677966101694915,0.0169491525423728,0.1016949152542373,0.05418768405561796,0.06657502780878875
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,accuracy,80,0.9402087737843552,0.003100630105127942,0.9402748414376321,0.93446088794926,0.945031712473573,0.9395293182549167,0.9408882293137937
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,accuracy,80,0.9415301268498943,0.002881931930624812,0.9418604651162792,0.9355179704016914,0.9471458773784356,0.9408985956709607,0.942161658028828
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,precision,80,0.29258623321123317,0.0949768300195652,0.2928571428571428,0.1428571428571428,0.5,0.2717735176865365,0.3133989487359298
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,precision,80,0.2916161963036963,0.22227193794319614,0.25,0.0,1.0,0.24290871035599937,0.3403236822513932
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,recall,80,0.05288461538461533,0.028622142201326316,0.0384615384615384,0.0192307692307692,0.1346153846153846,0.04661251193347988,0.05915671883575078
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,recall,80,0.03605769230769226,0.026388311248808673,0.0288461538461538,0.0,0.0961538461538461,0.030275098646843926,0.0418402859685406
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9135551948051948,0.011310672467212393,0.9123376623376624,0.8928571428571429,0.9318181818181818,0.9110766344194184,0.9160337551909711
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.9115259740259741,0.011751841158141128,0.9123376623376624,0.8863636363636364,0.9285714285714286,0.9089507382883165,0.9141012097636317
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.2572930920236454,0.08341530137889244,0.24038461538461536,0.1176470588235294,0.4285714285714285,0.23901390816745555,0.2755722758798353
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.20842206200662078,0.06344813316994878,0.19375,0.1363636363636363,0.3571428571428571,0.19451837680290124,0.22232574721034032
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.20394736842105257,0.07692273976519315,0.1578947368421052,0.1052631578947368,0.3684210526315789,0.18709092985826375,0.2208038069838414
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.1546052631578947,0.06341483931846723,0.1578947368421052,0.0526315789473684,0.2631578947368421,0.14070887379105942,0.16850165252472996
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.89109219269103,0.008864435018270288,0.8911960132890365,0.8637873754152824,0.9019933554817277,0.8891496877212978,0.8930346976607623
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.8932724252491694,0.007440542408794787,0.893687707641196,0.8820598006644518,0.903654485049834,0.8916419445048469,0.8949029059934919
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.2857369577232193,0.11613076757280805,0.2857142857142857,0.0833333333333333,0.5,0.26028868124716065,0.3111852341992779
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.30104978763067,0.1610621728744667,0.2777777777777778,0.0714285714285714,0.5454545454545454,0.2657554828498592,0.3363440924114807
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,-1,recall,80,0.07415254237288131,0.0681910324687374,0.0508474576271186,0.0169491525423728,0.2542372881355932,0.05920952353539408,0.08909556121036853
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,1,recall,80,0.05932203389830505,0.029542011547836984,0.05932203389830505,0.0169491525423728,0.1016949152542373,0.05284835518902642,0.06579571260758368
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,-1,accuracy,80,0.9367071881606766,0.004479693031440678,0.937632135306554,0.9291754756871036,0.945031712473573,0.9357255321432865,0.9376888441780666
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,1,accuracy,80,0.9379624735729386,0.005111528757334679,0.9392177589852008,0.9281183932346724,0.945031712473573,0.9368423604474447,0.9390825866984325
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,-1,precision,80,0.2233651220060012,0.13413508622561515,0.25,0.0,0.5,0.19397147525111064,0.25275876876089176
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,1,precision,80,0.28518300230471283,0.11346977466403646,0.28285714285714286,0.0714285714285714,0.5,0.2603178416097567,0.310048162999669
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,-1,recall,80,0.06971153846153842,0.07139161305643955,0.0576923076923076,0.0,0.3076923076923077,0.05406716147941751,0.08535591544365934
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg3_sg1.csv,1,recall,80,0.07331730769230763,0.04002351075776931,0.0576923076923076,0.0192307692307692,0.1538461538461538,0.06454676919855613,0.08208784618605912
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9169237012987013,0.013791204895283293,0.9155844155844156,0.8863636363636364,0.935064935064935,0.913901570278228,0.9199458323191745
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.9168019480519481,0.011773111476284119,0.9172077922077921,0.8961038961038961,0.9415584415584416,0.9142220512503181,0.9193818448535782
data/results/algo1/gemini-2.0-flash-exp/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.22194100833806715,0.10176781279981442,0.2222222222222222,0.0555555555555555,0.4444444444444444,0.19964015309856503,0.24424186357756927
