source_input,Array/List(1/-1),metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9161931818181819,0.008583788799318445,0.9172077922077921,0.8928571428571429,0.9285714285714286,0.9143121761627236,0.9180741874736401
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.913961038961039,0.012333551838685142,0.9172077922077921,0.8798701298701299,0.9285714285714286,0.9112583302501378,0.9166637476719401
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.16051812770562768,0.09198350433012807,0.1547619047619047,0.0,0.3333333333333333,0.14036135359352805,0.1806749018177273
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.19798785370331423,0.09113877329733423,0.2048611111111111,0.0,0.3333333333333333,0.1780161894403936,0.21795951796623486
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.08223684210526312,0.04574825654560755,0.1052631578947368,0.0,0.1578947368421052,0.07221181337943146,0.09226187083109479
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.12499999999999996,0.06452821661495842,0.1052631578947368,0.0,0.2631578947368421,0.11085963107584787,0.13914036892415205
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.896906146179402,0.0034697863177507037,0.8970099667774086,0.8903654485049833,0.903654485049834,0.8961457957281609,0.8976664966306431
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.8998131229235881,0.004791093101951469,0.9003322259136213,0.8903654485049833,0.9086378737541528,0.8987632283570637,0.9008630174901124
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.31903530497280497,0.10870717870204458,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.29521379413324605,0.3428568158123639
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.4464419261294261,0.1390400891180132,0.4444444444444444,0.2,0.75,0.4159734232246065,0.47691042903424574
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,recall,80,0.046610169491525376,0.02215650866087774,0.0338983050847457,0.0169491525423728,0.0847457627118644,0.041754910459566405,0.05146542852348435
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,recall,80,0.07203389830508472,0.020449531506822008,0.0677966101694915,0.0338983050847457,0.1016949152542373,0.0675526971344715,0.07651509947569794
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,accuracy,80,0.9406051797040169,0.003611643985273124,0.9413319238900635,0.93446088794926,0.9471458773784356,0.9398137433207803,0.9413966160872536
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,accuracy,80,0.9411337209302326,0.0023702442629891874,0.9408033826638478,0.937632135306554,0.945031712473573,0.940614318255291,0.9416531236051743
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,precision,80,0.29408195970695966,0.19725386250135107,0.25,0.1428571428571428,1.0,0.25085680125997273,0.3373071181539466
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,precision,80,0.2901204698079698,0.13967410919982476,0.2857142857142857,0.0,0.5,0.2595130311269512,0.3207279084889884
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,-1,recall,80,0.03605769230769225,0.013468491736000832,0.0384615384615384,0.0192307692307692,0.0576923076923076,0.03310627892623523,0.03900910568914927
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg3_sg1.csv,1,recall,80,0.05288461538461534,0.03652628813764443,0.0384615384615384,0.0,0.1346153846153846,0.044880439586946666,0.06088879118228402
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9103084415584416,0.010323837819127196,0.9107142857142858,0.8928571428571429,0.9285714285714286,0.9080461308495209,0.9125707522673623
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.9147727272727273,0.012306474853578223,0.9139610389610391,0.8863636363636364,0.9318181818181818,0.9120759520678,0.9174695024776546
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.21134355034800079,0.0613445318874057,0.2,0.1176470588235294,0.3333333333333333,0.19790083709988282,0.22478626359611875
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.2543716036822654,0.08655926942040836,0.24264705882352938,0.1363636363636363,0.4285714285714285,0.23540346745260374,0.2733397399119271
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.16776315789473678,0.07060956932455519,0.1578947368421052,0.0526315789473684,0.3157894736842105,0.15229015380131122,0.18323616198816234
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.19078947368421045,0.07692273976519316,0.1578947368421052,0.0526315789473684,0.3684210526315789,0.17393303512142164,0.20764591224699927
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.8937915282392026,0.006486750069168792,0.8945182724252492,0.8820598006644518,0.903654485049834,0.8923700564566467,0.8952130000217585
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.8905730897009967,0.00943525370644381,0.8920265780730896,0.8637873754152824,0.903654485049834,0.8885054985710853,0.8926406808309081
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.2884063852813853,0.14685079451212005,0.2857142857142857,0.0714285714285714,0.5454545454545454,0.2562262860916478,0.32058648447112276
data/results/algo1/deepseek-v3-chat-0324/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.298380360072504,0.13390511043020148,0.3137254901960784,0.0769230769230769,0.5454545454545454,0.26903710898576244,0.3277236111592456
