accuracy,recall,precision,Feature
0.7063970018776481,0.7063970018776481,6.851168927834355,Array/List(1/-1)
0.7716413285026854,0.7716413285026854,0.16578137158710288,Convergence
1.1295295410668786,1.1295295410668786,0.003383293297695977,Counterexample
17.432790110853606,17.432790110853606,14.294414182765506,Example
3.85303178830613,3.85303178830613,7.473694894610413,Explanation
29.22642986220187,29.22642986220187,25.608146970260854,Tag/Adjacency(1/-1)
0.0014407264554424648,0.0014407264554424648,0.030449639679263795,Array/List(1/-1)_AND_Convergence
0.5599427472948157,0.5599427472948157,0.9777717630341375,Array/List(1/-1)_AND_Tag/Adjacency(1/-1)
4.822758303141782,4.822758303141782,4.144534289677572,Counterexample_AND_Array/List(1/-1)
0.07950457827584441,0.07950457827584441,0.16578137158710288,Counterexample_AND_Convergence
2.354823287549594,2.354823287549594,3.6844064011909192,Counterexample_AND_Tag/Adjacency(1/-1)
4.358197527713402,4.358197527713402,6.851168927834355,Example_AND_Array/List(1/-1)
2.3382108294409223,2.3382108294409223,4.631728524545793,Example_AND_Convergence
6.221586081053509,6.221586081053509,6.851168927834355,Example_AND_Counterexample
2.4218611715987546,2.4218611715987546,4.631728524545793,Example_AND_Tag/Adjacency(1/-1)
21.09367603413287,21.09367603413287,10.99231992421423,Explanation_AND_Array/List(1/-1)
0.12043297064269931,0.12043297064269931,1.2213688804682477,Explanation_AND_Convergence
0.07950457827584465,0.07950457827584465,0.16578137158710288,Explanation_AND_Counterexample
0.030108242660675057,0.030108242660675057,0.030449639679263795,Explanation_AND_Example
2.288726286083583,2.288726286083583,1.2213688804682477,Explanation_AND_Tag/Adjacency(1/-1)
0.10940700287145602,0.10940700287145602,0.003383293297695977,Tag/Adjacency(1/-1)_AND_Convergence
