source_input,Example,Counter-Example,Number of Words,Depth,metric,n,mean,sample_std,min,max,range_width,coefficient_of_variation
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,-1,-1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,-1,-1,3,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,-1,-1,5,1,Recall,15,0.0272727333333333,0.1056268420055559,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,-1,-1,5,2,Recall,15,0.2272727333333333,0.4133972507104079,0.0,1.0,1.0,1.818947854620519
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,-1,1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,-1,1,3,2,Recall,15,0.0666666666666666,0.2581988897471611,0.0,1.0,1.0,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,-1,1,5,1,Recall,15,0.0272727333333333,0.1056268420055558,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,-1,1,5,2,Recall,15,0.0939394,0.2718962884204722,0.0,1.0,1.0,2.8943796577418226
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,1,-1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,1,-1,3,2,Recall,15,0.0272727333333333,0.1056268420055559,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,1,-1,5,1,Recall,15,0.0272727333333333,0.1056268420055558,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,1,-1,5,2,Recall,15,0.1333333333333333,0.3518657752744983,0.0,1.0,1.0,2.638993314558738
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,1,1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,1,1,3,2,Recall,15,0.1333333333333333,0.3518657752744984,0.0,1.0,1.0,2.6389933145587383
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,1,1,5,1,Recall,15,0.0666666666666666,0.2581988897471611,0.0,1.0,1.0,3.8729833462074175
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-chat-v3.1/evaluated/method3_results_evaluated_deepseek-chat-v3.1.csv,1,1,5,2,Recall,15,0.0939394,0.2718962884204721,0.0,1.0,1.0,2.894379657741822
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,-1,-1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,-1,-1,3,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,-1,-1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,-1,-1,5,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,-1,1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,-1,1,3,2,Recall,15,0.0515151333333333,0.1995172534776546,0.0,0.772727,0.772727,3.8729833462074175
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,-1,1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,-1,1,5,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,1,-1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,1,-1,3,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,1,-1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,1,-1,5,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,1,1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,1,1,3,2,Recall,15,0.0666666666666666,0.2581988897471611,0.0,1.0,1.0,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,1,1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/deepseek-v3-chat-0324/evaluated/method3_results_evaluated_deepseek-chat-v3.csv,1,1,5,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,-1,-1,3,1,Recall,15,0.0272727333333333,0.1056268420055559,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,-1,-1,3,2,Recall,15,0.0545454666666666,0.1439451218728198,0.0,0.409091,0.409091,2.638993314558738
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,-1,-1,5,1,Recall,15,0.0818182,0.1693797658421537,0.0,0.409091,0.409091,2.070196678027062
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,-1,-1,5,2,Recall,15,0.1484848666666666,0.2892539670561066,0.0,1.0,1.0,1.948036682455002
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,-1,1,3,1,Recall,15,0.0545454666666666,0.1439451218728198,0.0,0.409091,0.409091,2.638993314558738
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,-1,1,3,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,-1,1,5,1,Recall,15,0.0545454666666666,0.1439451218728198,0.0,0.409091,0.409091,2.638993314558738
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,-1,1,5,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,1,-1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,1,-1,3,2,Recall,15,0.0272727333333333,0.1056268420055559,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,1,-1,5,1,Recall,15,0.0272727333333333,0.1056268420055559,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,1,-1,5,2,Recall,15,0.2151515333333333,0.359336054849549,0.0,1.0,1.0,1.6701533532314234
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,1,1,3,1,Recall,15,0.0272727333333333,0.1056268420055558,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,1,1,3,2,Recall,15,0.0272727333333333,0.1056268420055559,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,1,1,5,1,Recall,15,0.0666666666666666,0.2581988897471611,0.0,1.0,1.0,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gemini-2.0-flash-exp/evaluated/method3_results_evaluated_gemini_2.0.csv,1,1,5,2,Recall,15,0.0939394,0.2718962884204721,0.0,1.0,1.0,2.894379657741822
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,-1,-1,3,1,Recall,15,0.0272727333333333,0.1056268420055559,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,-1,-1,3,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,-1,-1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,-1,-1,5,2,Recall,15,0.0272727333333333,0.1056268420055559,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,-1,1,3,1,Recall,15,0.0272727333333333,0.1056268420055559,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,-1,1,3,2,Recall,15,0.0939394,0.2718962884204721,0.0,1.0,1.0,2.894379657741822
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,-1,1,5,1,Recall,15,0.0272727333333333,0.1056268420055558,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,-1,1,5,2,Recall,15,0.1606060666666666,0.3566151203156996,0.0,1.0,1.0,2.220433684213462
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,1,-1,3,1,Recall,15,0.0272727333333333,0.1056268420055558,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,1,-1,3,2,Recall,15,0.0666666666666666,0.2581988897471611,0.0,1.0,1.0,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,1,-1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,1,-1,5,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,1,1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,1,1,3,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,1,1,5,1,Recall,15,0.0272727333333333,0.1056268420055559,0.0,0.409091,0.409091,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/google-gemini-2.5-pro/evaluated/method3_results_evaluated_gemini_2.5pro.csv,1,1,5,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,-1,-1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,-1,-1,3,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,-1,-1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,-1,-1,5,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,-1,1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,-1,1,3,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,-1,1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,-1,1,5,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,1,-1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,1,-1,3,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,1,-1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,1,-1,5,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,1,1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,1,1,3,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,1,1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/gpt-5/evaluated/method3_results_evaluated_gpt5.csv,1,1,5,2,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,-1,-1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,-1,-1,3,2,Recall,15,0.2,0.4140393356054125,0.0,1.0,1.0,2.070196678027062
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,-1,-1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,-1,-1,5,2,Recall,15,0.0666666666666666,0.2581988897471611,0.0,1.0,1.0,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,-1,1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,-1,1,3,2,Recall,15,0.0515151333333333,0.1995172534776546,0.0,0.772727,0.772727,3.8729833462074175
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,-1,1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,-1,1,5,2,Recall,15,0.0666666666666666,0.2581988897471611,0.0,1.0,1.0,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,1,-1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,1,-1,3,2,Recall,15,0.2,0.4140393356054125,0.0,1.0,1.0,2.070196678027062
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,1,-1,5,1,Recall,15,0.0666666666666666,0.2581988897471611,0.0,1.0,1.0,3.872983346207417
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,1,-1,5,2,Recall,15,0.3333333333333333,0.4879500364742666,0.0,1.0,1.0,1.4638501094227998
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,1,1,3,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,1,1,3,2,Recall,15,0.2666666666666666,0.4577377082170634,0.0,1.0,1.0,1.716516405813988
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,1,1,5,1,Recall,15,0.0,0.0,0.0,0.0,0.0,
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/data/results/algo3/openai-gpt-4o/evaluated/method3_results_evaluated_gpt4o.csv,1,1,5,2,Recall,15,0.1333333333333333,0.3518657752744984,0.0,1.0,1.0,2.6389933145587383
