source_input,Example,metric,n,mean,sample_std,median,min,max,ci95_low,ci95_high
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,accuracy,80,0.9099025974025974,0.011580272224412918,0.9123376623376624,0.8798701298701299,0.922077922077922,0.9073649583652068,0.912440236439988
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,accuracy,80,0.9202516233766234,0.006323682435455041,0.9204545454545454,0.9090909090909092,0.9285714285714286,0.918865885364831,0.9216373613884157
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,precision,80,0.17540349361895413,0.08234227791488889,0.1666666666666666,0.0,0.3333333333333333,0.15735944639664676,0.1934475408412615
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,precision,80,0.18310248778998778,0.10328530417673205,0.1769230769230769,0.0,0.3333333333333333,0.16046909759082803,0.20573587798914753
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,-1,recall,80,0.12171052631578942,0.06410228313766093,0.1052631578947368,0.0,0.2631578947368421,0.10766349418013209,0.13575755845144677
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg1_sg2.csv,1,recall,80,0.08552631578947364,0.04909861083605485,0.1052631578947368,0.0,0.1578947368421052,0.07476710830931145,0.09628552326963584
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,accuracy,80,0.8968023255813954,0.004940272144560616,0.8953488372093024,0.8903654485049833,0.9069767441860463,0.8957197407158219,0.8978849104469688
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,accuracy,80,0.8999169435215947,0.0031550946564078437,0.8995016611295681,0.8953488372093024,0.9086378737541528,0.8992255529211316,0.9006083341220578
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,-1,precision,80,0.3525804057054057,0.15096409250864662,0.34523809523809523,0.1111111111111111,0.6666666666666666,0.3194989403503375,0.38566187106047395
data/results/algo1/deepseek-chat-v3.1/evaluated/metrics_sg2_sg3.csv,1,precision,80,0.4128968253968254,0.12139250148141933,0.3875,0.25,0.75,0.386295520640248,0.4394981301534027
