source_input,pair_name,Depth,Number of Words,Example,Counter-Example,n_outputs,unique_output_count,mean_edge_count,sample_std_edge_count,mean_pairwise_jaccard,min_pairwise_jaccard,exact_match_pair_rate,union_edge_count
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,-1,-1,-1,-1,4,1,66.0,0.0,1.0,1.0,1.0,66
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,-1,-1,-1,1,5,1,66.0,0.0,1.0,1.0,1.0,66
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,-1,-1,1,-1,5,1,66.0,0.0,1.0,1.0,1.0,66
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,-1,-1,1,1,5,1,66.0,0.0,1.0,1.0,1.0,66
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,-1,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,-1,1,-1,1,5,1,110.0,0.0,1.0,1.0,1.0,110
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,-1,5,1,124.0,0.0,1.0,1.0,1.0,124
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,-1,1,1,1,3,1,111.0,0.0,1.0,1.0,1.0,111
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,-1,5,1,261.0,0.0,1.0,1.0,1.0,261
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,1,-1,-1,1,5,1,258.0,0.0,1.0,1.0,1.0,258
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,-1,5,1,266.0,0.0,1.0,1.0,1.0,266
/Users/noeflandre/variability-conceptual-modeling/llm-conceptual-modeling/results/hf-paper-batch-algo3-mistral-current/aggregated/algo3/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/raw.csv,subgraph_1_to_subgraph_3,1,-1,1,1,5,1,264.0,0.0,1.0,1.0,1.0,264
