accuracy,recall,precision,Feature
0.04724123550022881,0.04724123550022881,0.04621072088724584,Array/List(1/-1)
3.041902779167316,3.041902779167316,2.5993530499075783,Convergence
2.718155585257363,2.718155585257363,0.01155268022181146,Counterexample
32.41619950021527,32.41619950021527,32.45147874306839,Example
0.5666700015625306,0.5666700015625306,0.5660813308687616,Explanation
12.842421673975341,12.842421673975341,5.591497227356747,Tag/Adjacency(1/-1)
0.07599066079275346,0.07599066079275346,0.01155268022181146,Array/List(1/-1)_AND_Convergence
1.0468106966972157,1.0468106966972157,9.057301293900185,Array/List(1/-1)_AND_Tag/Adjacency(1/-1)
9.982654794437389,9.982654794437389,8.421903881700555,Counterexample_AND_Array/List(1/-1)
0.4461641016071572,0.4461641016071572,1.155268022181146,Counterexample_AND_Convergence
0.10457146775511665,0.10457146775511665,1.9524029574861368,Counterexample_AND_Tag/Adjacency(1/-1)
3.383860752734707,3.383860752734707,0.5660813308687616,Example_AND_Array/List(1/-1)
1.827401153124553,1.827401153124553,1.155268022181146,Example_AND_Convergence
10.491460605699517,10.491460605699517,5.591497227356747,Example_AND_Counterexample
7.716424437067702,7.716424437067702,5.094731977818854,Example_AND_Tag/Adjacency(1/-1)
0.0034004696582555717,0.0034004696582555717,0.5660813308687616,Explanation_AND_Array/List(1/-1)
0.3847027202633141,0.3847027202633141,0.41589648798521256,Explanation_AND_Convergence
4.655242962151927,4.655242962151927,5.591497227356747,Explanation_AND_Counterexample
0.15389232932733676,0.15389232932733676,0.7393715341959335,Explanation_AND_Example
6.913801185499276,6.913801185499276,15.815619223659889,Explanation_AND_Tag/Adjacency(1/-1)
1.181030887505718,1.181030887505718,2.5993530499075783,Tag/Adjacency(1/-1)_AND_Convergence
